hour,month,day,hour_of_day,T_drybulb_F
3284,5,17,20,48.9
3285,5,17,21,48.0
3286,5,17,22,48.0
3287,5,17,23,48.9
3288,5,18,0,48.9
3289,5,18,1,50.0
3290,5,18,2,48.9
3291,5,18,3,48.9
3292,5,18,4,48.9
3293,5,18,5,48.9
3294,5,18,6,50.0
3295,5,18,7,51.1
3296,5,18,8,52.0
3297,5,18,9,54.0
3298,5,18,10,54.0
3299,5,18,11,55.0
3300,5,18,12,53.1
3301,5,18,13,53.1
3302,5,18,14,54.0
3303,5,18,15,54.0
3304,5,18,16,53.1
3305,5,18,17,54.0
3306,5,18,18,54.0
3307,5,18,19,55.0
3308,5,18,20,55.0
3309,5,18,21,55.0
3310,5,18,22,55.0
3311,5,18,23,57.9
3312,5,19,0,55.9
3313,5,19,1,54.0
3314,5,19,2,54.0
3315,5,19,3,54.0
3316,5,19,4,53.1
3317,5,19,5,53.1
3318,5,19,6,55.0
3319,5,19,7,59.0
3320,5,19,8,63.0
3321,5,19,9,66.9
3322,5,19,10,66.9
3323,5,19,11,64.9
3324,5,19,12,63.0
3325,5,19,13,64.0
3326,5,19,14,64.9
3327,5,19,15,68.0
3328,5,19,16,69.1
3329,5,19,17,66.9
3330,5,19,18,68.0
3331,5,19,19,66.0
3332,5,19,20,64.0
3333,5,19,21,62.1
3334,5,19,22,62.1
3335,5,19,23,62.1
3336,5,20,0,61.0
3337,5,20,1,60.1
3338,5,20,2,59.0
3339,5,20,3,57.9
3340,5,20,4,57.9
3341,5,20,5,61.0
3342,5,20,6,66.0
3343,5,20,7,70.0
3344,5,20,8,75.0
3345,5,20,9,79.0
3346,5,20,10,80.1
3347,5,20,11,78.1
3348,5,20,12,73.9
3349,5,20,13,73.9
3350,5,20,14,73.9
3351,5,20,15,78.1
3352,5,20,16,79.0
3353,5,20,17,77.0
3354,5,20,18,75.0
3355,5,20,19,72.0
3356,5,20,20,71.1
3357,5,20,21,69.1
3358,5,20,22,68.0
3359,5,20,23,68.0
3360,5,21,0,71.1
3361,5,21,1,66.9
3362,5,21,2,66.9
3363,5,21,3,66.9
3364,5,21,4,66.9
3365,5,21,5,68.0
3366,5,21,6,64.9
3367,5,21,7,66.0
3368,5,21,8,68.0
3369,5,21,9,70.0
3370,5,21,10,73.9
3371,5,21,11,77.0
3372,5,21,12,75.9
3373,5,21,13,77.0
3374,5,21,14,75.0
3375,5,21,15,72.0
3376,5,21,16,69.1
3377,5,21,17,66.9
3378,5,21,18,64.9
3379,5,21,19,64.0
3380,5,21,20,63.0
3381,5,21,21,62.1
3382,5,21,22,61.0
3383,5,21,23,61.0
3384,5,22,0,59.0
3385,5,22,1,59.0
3386,5,22,2,57.9
3387,5,22,3,57.9
3388,5,22,4,57.9
3389,5,22,5,57.9
3390,5,22,6,60.1
3391,5,22,7,63.0
3392,5,22,8,66.0
3393,5,22,9,69.1
3394,5,22,10,72.0
3395,5,22,11,75.0
3396,5,22,12,75.9
3397,5,22,13,77.0
3398,5,22,14,79.0
3399,5,22,15,79.0
3400,5,22,16,79.0
3401,5,22,17,78.1
3402,5,22,18,75.0
3403,5,22,19,73.9
3404,5,22,20,70.0
3405,5,22,21,69.1
3406,5,22,22,61.0
3407,5,22,23,59.0
3408,5,23,0,61.0
3409,5,23,1,60.1
3410,5,23,2,61.0
3411,5,23,3,60.1
3412,5,23,4,59.0
3413,5,23,5,61.0
3414,5,23,6,64.0
3415,5,23,7,68.0
3416,5,23,8,70.0
3417,5,23,9,73.9
3418,5,23,10,75.9
3419,5,23,11,78.1
3420,5,23,12,80.1
3421,5,23,13,82.0
3422,5,23,14,78.1
3423,5,23,15,75.0
3424,5,23,16,78.1
3425,5,23,17,75.0
3426,5,23,18,71.1
3427,5,23,19,70.0
3428,5,23,20,69.1
3429,5,23,21,68.0
3430,5,23,22,66.9
3431,5,23,23,64.0
3432,5,24,0,64.0
3433,5,24,1,60.1
3434,5,24,2,60.1
3435,5,24,3,59.0
3436,5,24,4,59.0
3437,5,24,5,61.0
3438,5,24,6,63.0
3439,5,24,7,66.0
3440,5,24,8,70.0
3441,5,24,9,73.0
3442,5,24,10,75.0
3443,5,24,11,75.0
3444,5,24,12,73.0
3445,5,24,13,71.1
3446,5,24,14,69.1
3447,5,24,15,66.9
3448,5,24,16,66.0
3449,5,24,17,64.0
3450,5,24,18,63.0
3451,5,24,19,63.0
3452,5,24,20,62.1
3453,5,24,21,60.1
3454,5,24,22,59.0
3455,5,24,23,57.9
3456,5,25,0,57.9
3457,5,25,1,57.0
3458,5,25,2,57.0
3459,5,25,3,57.0
3460,5,25,4,57.0
3461,5,25,5,57.0
3462,5,25,6,55.9
3463,5,25,7,57.0
3464,5,25,8,57.0
3465,5,25,9,57.0
3466,5,25,10,57.0
3467,5,25,11,57.0
3468,5,25,12,57.9
3469,5,25,13,57.0
3470,5,25,14,57.9
3471,5,25,15,57.9
3472,5,25,16,57.9
3473,5,25,17,59.0
3474,5,25,18,59.0
3475,5,25,19,59.0
3476,5,25,20,59.0
3477,5,25,21,59.0
3478,5,25,22,59.0
3479,5,25,23,59.0
3480,5,26,0,59.0
3481,5,26,1,59.0
3482,5,26,2,59.0
3483,5,26,3,59.0
3484,5,26,4,57.9
3485,5,26,5,57.0
3486,5,26,6,57.0
3487,5,26,7,59.0
3488,5,26,8,61.0
3489,5,26,9,63.0
3490,5,26,10,63.0
3491,5,26,11,60.1
3492,5,26,12,60.1
3493,5,26,13,60.1
3494,5,26,14,60.1
3495,5,26,15,59.0
3496,5,26,16,59.0
3497,5,26,17,59.0
3498,5,26,18,57.0
3499,5,26,19,55.9
3500,5,26,20,55.0
3501,5,26,21,55.0
3502,5,26,22,55.0
3503,5,26,23,55.0
3504,5,27,0,55.0
3505,5,27,1,55.0
3506,5,27,2,55.0
3507,5,27,3,55.0
3508,5,27,4,55.0
3509,5,27,5,55.0
3510,5,27,6,55.0
3511,5,27,7,55.9
3512,5,27,8,55.9
3513,5,27,9,55.9
3514,5,27,10,55.9
3515,5,27,11,57.9
3516,5,27,12,59.0
3517,5,27,13,59.0
3518,5,27,14,59.0
3519,5,27,15,59.0
3520,5,27,16,59.0
3521,5,27,17,57.9
3522,5,27,18,55.9
3523,5,27,19,55.0
3524,5,27,20,55.0
3525,5,27,21,55.0
3526,5,27,22,55.0
3527,5,27,23,55.0
3528,5,28,0,55.9
3529,5,28,1,55.9
3530,5,28,2,55.9
3531,5,28,3,55.9
3532,5,28,4,55.9
3533,5,28,5,57.0
3534,5,28,6,59.0
3535,5,28,7,62.1
3536,5,28,8,64.9
3537,5,28,9,68.0
3538,5,28,10,71.1
3539,5,28,11,73.9
3540,5,28,12,75.0
3541,5,28,13,75.0
3542,5,28,14,73.9
3543,5,28,15,75.0
3544,5,28,16,77.0
3545,5,28,17,75.0
3546,5,28,18,72.0
3547,5,28,19,71.1
3548,5,28,20,69.1
3549,5,28,21,68.0
3550,5,28,22,66.9
3551,5,28,23,66.0
3552,5,29,0,66.0
3553,5,29,1,66.0
3554,5,29,2,66.0
3555,5,29,3,64.9
3556,5,29,4,64.9
3557,5,29,5,66.0
3558,5,29,6,66.0
3559,5,29,7,68.0
3560,5,29,8,70.0
3561,5,29,9,73.0
3562,5,29,10,75.9
3563,5,29,11,79.0
3564,5,29,12,82.9
3565,5,29,13,86.0
3566,5,29,14,84.9
3567,5,29,15,82.9
3568,5,29,16,81.0
3569,5,29,17,78.1
3570,5,29,18,75.0
3571,5,29,19,73.9
3572,5,29,20,72.0
3573,5,29,21,69.1
3574,5,29,22,68.0
3575,5,29,23,66.0
3576,5,30,0,66.0
3577,5,30,1,64.9
3578,5,30,2,64.9
3579,5,30,3,64.0
3580,5,30,4,64.9
3581,5,30,5,64.9
3582,5,30,6,66.0
3583,5,30,7,66.9
3584,5,30,8,69.1
3585,5,30,9,70.0
3586,5,30,10,71.1
3587,5,30,11,72.0
3588,5,30,12,75.0
3589,5,30,13,77.0
3590,5,30,14,78.1
3591,5,30,15,79.0
3592,5,30,16,77.0
3593,5,30,17,73.9
3594,5,30,18,72.0
3595,5,30,19,72.0
3596,5,30,20,71.1
3597,5,30,21,66.9
3598,5,30,22,68.0
3599,5,30,23,66.9
3600,5,31,0,64.9
3601,5,31,1,63.0
3602,5,31,2,62.1
3603,5,31,3,60.1
3604,5,31,4,60.1
3605,5,31,5,59.0
3606,5,31,6,59.0
3607,5,31,7,60.1
3608,5,31,8,61.0
3609,5,31,9,61.0
3610,5,31,10,60.1
3611,5,31,11,61.0
3612,5,31,12,62.1
3613,5,31,13,63.0
3614,5,31,14,62.1
3615,5,31,15,62.1
3616,5,31,16,60.1
3617,5,31,17,59.0
3618,5,31,18,57.9
3619,5,31,19,57.9
3620,5,31,20,57.9
3621,5,31,21,59.4
3622,5,31,22,60.8
3623,5,31,23,62.2
3624,6,1,0,63.7
3625,6,1,1,65.1
3626,6,1,2,66.6
3627,6,1,3,68.0
3628,6,1,4,68.0
3629,6,1,5,66.9
3630,6,1,6,66.9
3631,6,1,7,70.0
3632,6,1,8,73.0
3633,6,1,9,75.0
3634,6,1,10,79.0
3635,6,1,11,81.0
3636,6,1,12,82.9
3637,6,1,13,82.9
3638,6,1,14,84.0
3639,6,1,15,84.9
3640,6,1,16,86.0
3641,6,1,17,84.0
3642,6,1,18,82.0
3643,6,1,19,80.1
3644,6,1,20,79.0
3645,6,1,21,77.0
3646,6,1,22,75.9
3647,6,1,23,73.0
3648,6,2,0,68.0
3649,6,2,1,68.0
3650,6,2,2,69.1
3651,6,2,3,68.0
3652,6,2,4,68.0
3653,6,2,5,63.0
3654,6,2,6,62.1
3655,6,2,7,64.0
3656,6,2,8,69.1
3657,6,2,9,72.0
3658,6,2,10,73.9
3659,6,2,11,75.0
3660,6,2,12,72.0
3661,6,2,13,68.0
3662,6,2,14,73.0
3663,6,2,15,71.1
3664,6,2,16,68.0
3665,6,2,17,66.9
3666,6,2,18,64.0
3667,6,2,19,62.1
3668,6,2,20,61.0
3669,6,2,21,59.0
3670,6,2,22,59.0
3671,6,2,23,57.9
3672,6,3,0,57.0
3673,6,3,1,55.9
3674,6,3,2,54.0
3675,6,3,3,54.0
3676,6,3,4,53.1
3677,6,3,5,54.0
3678,6,3,6,55.9
3679,6,3,7,57.9
3680,6,3,8,60.1
3681,6,3,9,63.0
3682,6,3,10,64.0
3683,6,3,11,66.9
3684,6,3,12,68.0
3685,6,3,13,70.0
3686,6,3,14,71.1
3687,6,3,15,70.0
3688,6,3,16,70.0
3689,6,3,17,69.1
3690,6,3,18,66.9
3691,6,3,19,64.9
3692,6,3,20,60.1
3693,6,3,21,59.0
3694,6,3,22,57.9
3695,6,3,23,54.0
3696,6,4,0,55.0
3697,6,4,1,52.0
3698,6,4,2,52.0
3699,6,4,3,53.1
3700,6,4,4,52.0
3701,6,4,5,55.9
3702,6,4,6,57.0
3703,6,4,7,57.9
3704,6,4,8,60.1
3705,6,4,9,61.0
3706,6,4,10,62.1
3707,6,4,11,63.0
3708,6,4,12,63.0
3709,6,4,13,63.0
3710,6,4,14,63.0
3711,6,4,15,63.0
3712,6,4,16,64.0
3713,6,4,17,66.9
3714,6,4,18,64.9
3715,6,4,19,64.0
3716,6,4,20,62.1
3717,6,4,21,61.0
3718,6,4,22,61.0
3719,6,4,23,60.1
3720,6,5,0,61.0
3721,6,5,1,61.0
3722,6,5,2,60.1
3723,6,5,3,60.1
3724,6,5,4,61.0
3725,6,5,5,62.1
3726,6,5,6,63.0
3727,6,5,7,64.0
3728,6,5,8,64.9
3729,6,5,9,66.0
3730,6,5,10,66.0
3731,6,5,11,68.0
3732,6,5,12,70.0
3733,6,5,13,70.0
3734,6,5,14,72.0
3735,6,5,15,73.0
3736,6,5,16,73.0
3737,6,5,17,73.4
3738,6,5,18,71.1
3739,6,5,19,69.1
3740,6,5,20,70.0
3741,6,5,21,71.1
3742,6,5,22,71.1
3743,6,5,23,69.8
3744,6,6,0,69.1
3745,6,6,1,66.9
3746,6,6,2,66.0
3747,6,6,3,66.9
3748,6,6,4,66.0
3749,6,6,5,68.0
3750,6,6,6,68.0
3751,6,6,7,69.1
3752,6,6,8,70.0
3753,6,6,9,66.9
3754,6,6,10,60.1
3755,6,6,11,59.0
3756,6,6,12,57.9
3757,6,6,13,57.9
3758,6,6,14,57.0
3759,6,6,15,55.9
3760,6,6,16,55.0
3761,6,6,17,55.0
3762,6,6,18,55.0
3763,6,6,19,54.0
3764,6,6,20,55.0
3765,6,6,21,55.0
3766,6,6,22,54.0
3767,6,6,23,54.0
3768,6,7,0,54.0
3769,6,7,1,54.0
3770,6,7,2,54.0
3771,6,7,3,53.6
3772,6,7,4,54.0
3773,6,7,5,55.4
3774,6,7,6,55.9
3775,6,7,7,55.0
3776,6,7,8,55.0
3777,6,7,9,53.1
3778,6,7,10,51.8
3779,6,7,11,52.0
3780,6,7,12,52.0
3781,6,7,13,54.0
3782,6,7,14,55.9
3783,6,7,15,57.9
3784,6,7,16,55.9
3785,6,7,17,55.9
3786,6,7,18,55.0
3787,6,7,19,53.1
3788,6,7,20,51.1
3789,6,7,21,51.1
3790,6,7,22,50.0
3791,6,7,23,48.0
3792,6,8,0,48.9
3793,6,8,1,48.0
3794,6,8,2,48.0
3795,6,8,3,48.0
3796,6,8,4,48.0
3797,6,8,5,51.1
3798,6,8,6,55.0
3799,6,8,7,55.9
3800,6,8,8,57.0
3801,6,8,9,57.0
3802,6,8,10,60.1
3803,6,8,11,60.1
3804,6,8,12,61.0
3805,6,8,13,62.1
3806,6,8,14,62.1
3807,6,8,15,62.1
3808,6,8,16,61.0
3809,6,8,17,60.1
3810,6,8,18,60.1
3811,6,8,19,60.1
3812,6,8,20,57.9
3813,6,8,21,55.9
3814,6,8,22,55.0
3815,6,8,23,55.0
3816,6,9,0,54.0
3817,6,9,1,53.1
3818,6,9,2,54.0
3819,6,9,3,54.0
3820,6,9,4,54.0
3821,6,9,5,55.9
3822,6,9,6,57.9
3823,6,9,7,62.1
3824,6,9,8,63.0
3825,6,9,9,64.9
3826,6,9,10,71.1
3827,6,9,11,73.9
3828,6,9,12,77.0
3829,6,9,13,79.0
3830,6,9,14,81.0
3831,6,9,15,81.0
3832,6,9,16,81.0
3833,6,9,17,80.1
3834,6,9,18,78.1
3835,6,9,19,77.0
3836,6,9,20,75.9
3837,6,9,21,73.0
3838,6,9,22,73.0
3839,6,9,23,70.0
3840,6,10,0,68.0
3841,6,10,1,66.9
3842,6,10,2,64.0
3843,6,10,3,63.0
3844,6,10,4,62.1
3845,6,10,5,63.0
3846,6,10,6,64.0
3847,6,10,7,66.0
3848,6,10,8,68.0
3849,6,10,9,68.0
3850,6,10,10,64.9
3851,6,10,11,66.9
3852,6,10,12,68.0
3853,6,10,13,73.0
3854,6,10,14,73.9
3855,6,10,15,71.1
3856,6,10,16,70.0
3857,6,10,17,69.1
3858,6,10,18,66.0
3859,6,10,19,66.9
3860,6,10,20,64.0
3861,6,10,21,62.1
3862,6,10,22,61.0
3863,6,10,23,61.0
3864,6,11,0,59.0
3865,6,11,1,59.0
3866,6,11,2,59.0
3867,6,11,3,60.1
3868,6,11,4,61.0
3869,6,11,5,61.0
3870,6,11,6,63.0
3871,6,11,7,66.0
3872,6,11,8,71.1
3873,6,11,9,75.9
3874,6,11,10,80.1
3875,6,11,11,82.9
3876,6,11,12,86.0
3877,6,11,13,88.0
3878,6,11,14,89.1
3879,6,11,15,64.0
3880,6,11,16,61.0
3881,6,11,17,59.0
3882,6,11,18,57.0
3883,6,11,19,57.0
3884,6,11,20,55.9
3885,6,11,21,55.9
3886,6,11,22,55.9
3887,6,11,23,55.0
3888,6,12,0,55.0
3889,6,12,1,54.0
3890,6,12,2,54.0
3891,6,12,3,54.0
3892,6,12,4,54.0
3893,6,12,5,54.0
3894,6,12,6,54.0
3895,6,12,7,55.0
3896,6,12,8,55.0
3897,6,12,9,55.0
3898,6,12,10,55.9
3899,6,12,11,55.0
3900,6,12,12,55.0
3901,6,12,13,55.0
3902,6,12,14,54.0
3903,6,12,15,53.6
3904,6,12,16,53.1
3905,6,12,17,53.1
3906,6,12,18,52.0
3907,6,12,19,52.0
3908,6,12,20,52.0
3909,6,12,21,52.0
3910,6,12,22,51.1
3911,6,12,23,51.1
3912,6,13,0,51.1
3913,6,13,1,51.1
3914,6,13,2,51.1
3915,6,13,3,51.1
3916,6,13,4,51.1
3917,6,13,5,51.1
3918,6,13,6,53.1
3919,6,13,7,54.0
3920,6,13,8,55.0
3921,6,13,9,55.0
3922,6,13,10,55.0
3923,6,13,11,57.0
3924,6,13,12,57.9
3925,6,13,13,60.1
3926,6,13,14,61.0
3927,6,13,15,60.1
3928,6,13,16,57.9
3929,6,13,17,57.9
3930,6,13,18,57.9
3931,6,13,19,62.1
3932,6,13,20,61.0
3933,6,13,21,60.1
3934,6,13,22,57.9
3935,6,13,23,57.0
3936,6,14,0,55.9
3937,6,14,1,55.9
3938,6,14,2,55.0
3939,6,14,3,55.0
3940,6,14,4,55.0
3941,6,14,5,55.0
3942,6,14,6,55.9
3943,6,14,7,59.0
3944,6,14,8,60.1
3945,6,14,9,60.1
3946,6,14,10,57.9
3947,6,14,11,57.9
3948,6,14,12,57.0
3949,6,14,13,55.9
3950,6,14,14,55.9
3951,6,14,15,55.9
3952,6,14,16,55.0
3953,6,14,17,55.0
3954,6,14,18,54.0
3955,6,14,19,54.0
3956,6,14,20,54.0
3957,6,14,21,53.6
3958,6,14,22,54.0
3959,6,14,23,54.0
3960,6,15,0,53.1
3961,6,15,1,53.1
3962,6,15,2,53.1
3963,6,15,3,53.1
3964,6,15,4,52.0
3965,6,15,5,53.1
3966,6,15,6,53.1
3967,6,15,7,53.1
3968,6,15,8,53.1
3969,6,15,9,54.0
3970,6,15,10,55.4
3971,6,15,11,55.0
3972,6,15,12,55.0
3973,6,15,13,55.0
3974,6,15,14,54.0
3975,6,15,15,53.6
3976,6,15,16,53.1
3977,6,15,17,52.0
3978,6,15,18,52.0
3979,6,15,19,51.1
3980,6,15,20,50.0
3981,6,15,21,50.0
3982,6,15,22,50.0
3983,6,15,23,50.0
3984,6,16,0,50.0
3985,6,16,1,50.0
3986,6,16,2,50.0
3987,6,16,3,51.1
3988,6,16,4,51.1
3989,6,16,5,51.1
3990,6,16,6,52.0
3991,6,16,7,52.0
3992,6,16,8,52.0
3993,6,16,9,52.0
3994,6,16,10,53.1
3995,6,16,11,54.0
3996,6,16,12,55.9
3997,6,16,13,57.0
3998,6,16,14,57.0
3999,6,16,15,57.0
4000,6,16,16,55.0
4001,6,16,17,55.0
4002,6,16,18,54.0
4003,6,16,19,55.0
4004,6,16,20,55.9
4005,6,16,21,55.9
4006,6,16,22,55.9
4007,6,16,23,55.0
4008,6,17,0,55.9
4009,6,17,1,55.9
4010,6,17,2,55.9
4011,6,17,3,55.9
4012,6,17,4,55.9
4013,6,17,5,57.0
4014,6,17,6,57.9
4015,6,17,7,61.0
4016,6,17,8,66.9
4017,6,17,9,70.0
4018,6,17,10,72.0
4019,6,17,11,73.0
4020,6,17,12,73.9
4021,6,17,13,75.0
4022,6,17,14,75.0
4023,6,17,15,75.9
4024,6,17,16,75.0
4025,6,17,17,75.9
4026,6,17,18,73.9
4027,6,17,19,66.2
4028,6,17,20,62.1
4029,6,17,21,62.1
4030,6,17,22,61.0
4031,6,17,23,61.0
4032,6,18,0,62.1
4033,6,18,1,59.0
4034,6,18,2,60.1
4035,6,18,3,59.0
4036,6,18,4,60.1
4037,6,18,5,63.0
4038,6,18,6,64.0
4039,6,18,7,66.0
4040,6,18,8,68.0
4041,6,18,9,70.0
4042,6,18,10,72.0
4043,6,18,11,73.9
4044,6,18,12,73.9
4045,6,18,13,75.9
4046,6,18,14,77.0
4047,6,18,15,77.0
4048,6,18,16,77.0
4049,6,18,17,77.0
4050,6,18,18,68.0
4051,6,18,19,66.0
4052,6,18,20,63.0
4053,6,18,21,62.1
4054,6,18,22,61.0
4055,6,18,23,62.1
4056,6,19,0,66.0
4057,6,19,1,64.0
4058,6,19,2,64.0
4059,6,19,3,63.0
4060,6,19,4,63.0
4061,6,19,5,63.0
4062,6,19,6,64.0
4063,6,19,7,64.9
4064,6,19,8,64.0
4065,6,19,9,63.0
4066,6,19,10,62.1
4067,6,19,11,64.0
4068,6,19,12,66.9
4069,6,19,13,68.0
4070,6,19,14,66.9
4071,6,19,15,64.9
4072,6,19,16,66.0
4073,6,19,17,64.0
4074,6,19,18,61.0
4075,6,19,19,60.1
4076,6,19,20,59.0
4077,6,19,21,61.0
4078,6,19,22,60.1
4079,6,19,23,60.1
4080,6,20,0,59.0
4081,6,20,1,59.0
4082,6,20,2,57.9
4083,6,20,3,57.0
4084,6,20,4,60.1
4085,6,20,5,61.0
4086,6,20,6,64.0
4087,6,20,7,64.0
4088,6,20,8,64.9
4089,6,20,9,66.0
4090,6,20,10,68.0
4091,6,20,11,66.9
4092,6,20,12,66.9
4093,6,20,13,69.1
4094,6,20,14,73.0
4095,6,20,15,73.0
4096,6,20,16,72.0
4097,6,20,17,70.0
4098,6,20,18,73.0
4099,6,20,19,70.0
4100,6,20,20,68.0
4101,6,20,21,64.9
4102,6,20,22,64.0
4103,6,20,23,62.1
4104,6,21,0,63.0
4105,6,21,1,62.1
4106,6,21,2,61.0
4107,6,21,3,61.0
4108,6,21,4,61.0
4109,6,21,5,63.0
4110,6,21,6,66.9
4111,6,21,7,71.1
4112,6,21,8,75.0
4113,6,21,9,78.1
4114,6,21,10,81.0
4115,6,21,11,82.9
4116,6,21,12,84.0
4117,6,21,13,82.9
4118,6,21,14,82.9
4119,6,21,15,82.0
4120,6,21,16,81.0
4121,6,21,17,79.0
4122,6,21,18,75.9
4123,6,21,19,75.0
4124,6,21,20,71.1
4125,6,21,21,70.0
4126,6,21,22,69.1
4127,6,21,23,68.0
4128,6,22,0,68.0
4129,6,22,1,68.0
4130,6,22,2,68.0
4131,6,22,3,68.0
4132,6,22,4,68.0
4133,6,22,5,69.1
4134,6,22,6,72.0
4135,6,22,7,75.0
4136,6,22,8,78.1
4137,6,22,9,82.0
4138,6,22,10,82.0
4139,6,22,11,79.0
4140,6,22,12,77.0
4141,6,22,13,73.9
4142,6,22,14,71.1
4143,6,22,15,70.0
4144,6,22,16,69.1
4145,6,22,17,66.0
4146,6,22,18,64.9
4147,6,22,19,63.0
4148,6,22,20,63.0
4149,6,22,21,63.0
4150,6,22,22,63.0
4151,6,22,23,63.0
4152,6,23,0,62.1
4153,6,23,1,61.0
4154,6,23,2,62.1
4155,6,23,3,60.8
4156,6,23,4,61.0
4157,6,23,5,61.0
4158,6,23,6,60.1
4159,6,23,7,63.0
4160,6,23,8,66.0
4161,6,23,9,68.0
4162,6,23,10,71.1
4163,6,23,11,73.9
4164,6,23,12,73.0
4165,6,23,13,69.1
4166,6,23,14,71.1
4167,6,23,15,72.0
4168,6,23,16,70.0
4169,6,23,17,75.9
4170,6,23,18,80.1
4171,6,23,19,79.0
4172,6,23,20,77.0
4173,6,23,21,77.0
4174,6,23,22,77.0
4175,6,23,23,75.0
4176,6,24,0,73.9
4177,6,24,1,75.9
4178,6,24,2,75.9
4179,6,24,3,75.9
4180,6,24,4,75.9
4181,6,24,5,75.9
4182,6,24,6,75.9
4183,6,24,7,75.9
4184,6,24,8,77.0
4185,6,24,9,78.1
4186,6,24,10,80.1
4187,6,24,11,81.0
4188,6,24,12,82.9
4189,6,24,13,84.0
4190,6,24,14,84.9
4191,6,24,15,86.0
4192,6,24,16,84.9
4193,6,24,17,82.9
4194,6,24,18,81.0
4195,6,24,19,78.1
4196,6,24,20,75.9
4197,6,24,21,73.9
4198,6,24,22,72.0
4199,6,24,23,69.1
4200,6,25,0,69.1
4201,6,25,1,66.0
4202,6,25,2,66.0
4203,6,25,3,64.9
4204,6,25,4,64.9
4205,6,25,5,66.9
4206,6,25,6,71.1
4207,6,25,7,73.9
4208,6,25,8,71.1
4209,6,25,9,72.0
4210,6,25,10,73.9
4211,6,25,11,73.9
4212,6,25,12,73.0
4213,6,25,13,77.0
4214,6,25,14,84.0
4215,6,25,15,84.0
4216,6,25,16,81.0
4217,6,25,17,79.0
4218,6,25,18,75.9
4219,6,25,19,73.0
4220,6,25,20,72.0
4221,6,25,21,71.1
4222,6,25,22,71.1
4223,6,25,23,69.1
4224,6,26,0,68.0
4225,6,26,1,68.0
4226,6,26,2,69.1
4227,6,26,3,70.0
4228,6,26,4,70.0
4229,6,26,5,71.1
4230,6,26,6,73.9
4231,6,26,7,77.0
4232,6,26,8,81.0
4233,6,26,9,84.9
4234,6,26,10,88.0
4235,6,26,11,91.0
4236,6,26,12,91.9
4237,6,26,13,91.9
4238,6,26,14,91.0
4239,6,26,15,91.9
4240,6,26,16,88.0
4241,6,26,17,88.0
4242,6,26,18,84.9
4243,6,26,19,82.9
4244,6,26,20,82.0
4245,6,26,21,80.1
4246,6,26,22,77.0
4247,6,26,23,78.1
4248,6,27,0,75.9
4249,6,27,1,77.0
4250,6,27,2,75.9
4251,6,27,3,75.0
4252,6,27,4,75.9
4253,6,27,5,77.0
4254,6,27,6,80.1
4255,6,27,7,82.9
4256,6,27,8,84.0
4257,6,27,9,84.9
4258,6,27,10,88.0
4259,6,27,11,88.0
4260,6,27,12,90.0
4261,6,27,13,91.0
4262,6,27,14,91.0
4263,6,27,15,89.1
4264,6,27,16,88.0
4265,6,27,17,75.0
4266,6,27,18,75.0
4267,6,27,19,72.0
4268,6,27,20,73.4
4269,6,27,21,72.0
4270,6,27,22,72.0
4271,6,27,23,71.1
4272,6,28,0,70.0
4273,6,28,1,70.0
4274,6,28,2,71.1
4275,6,28,3,71.1
4276,6,28,4,72.0
4277,6,28,5,73.0
4278,6,28,6,73.9
4279,6,28,7,75.9
4280,6,28,8,77.0
4281,6,28,9,80.1
4282,6,28,10,82.0
4283,6,28,11,82.9
4284,6,28,12,82.9
4285,6,28,13,84.0
4286,6,28,14,77.0
4287,6,28,15,77.0
4288,6,28,16,75.9
4289,6,28,17,77.0
4290,6,28,18,72.0
4291,6,28,19,71.1
4292,6,28,20,73.0
4293,6,28,21,73.9
4294,6,28,22,73.9
4295,6,28,23,72.0
4296,6,29,0,72.0
4297,6,29,1,72.0
4298,6,29,2,71.1
4299,6,29,3,71.1
4300,6,29,4,71.1
4301,6,29,5,72.0
4302,6,29,6,73.0
4303,6,29,7,73.9
4304,6,29,8,75.9
4305,6,29,9,75.0
4306,6,29,10,73.9
4307,6,29,11,73.0
4308,6,29,12,72.0
4309,6,29,13,72.0
4310,6,29,14,71.1
4311,6,29,15,70.0
4312,6,29,16,70.0
4313,6,29,17,68.0
4314,6,29,18,66.9
4315,6,29,19,64.9
4316,6,29,20,63.0
4317,6,29,21,64.0
4318,6,29,22,64.9
4319,6,29,23,66.0
4320,6,30,0,64.9
4321,6,30,1,64.0
4322,6,30,2,64.9
4323,6,30,3,64.9
4324,6,30,4,64.9
4325,6,30,5,64.0
4326,6,30,6,66.9
4327,6,30,7,71.1
4328,6,30,8,73.9
4329,6,30,9,75.0
4330,6,30,10,75.9
4331,6,30,11,78.1
4332,6,30,12,81.0
4333,6,30,13,78.1
4334,6,30,14,82.0
4335,6,30,15,81.0
4336,6,30,16,81.0
4337,6,30,17,79.0
4338,6,30,18,77.0
4339,6,30,19,75.0
4340,6,30,20,73.0
4341,6,30,21,70.9
4342,6,30,22,68.7
4343,6,30,23,66.6
4344,7,1,0,64.4
4345,7,1,1,62.2
4346,7,1,2,60.1
4347,7,1,3,57.9
4348,7,1,4,57.9
4349,7,1,5,59.0
4350,7,1,6,60.1
4351,7,1,7,63.0
4352,7,1,8,64.9
4353,7,1,9,66.0
4354,7,1,10,68.0
4355,7,1,11,68.0
4356,7,1,12,66.9
4357,7,1,13,66.9
4358,7,1,14,66.0
